35	2000	-800	-3500	-231.19226716326784	-107.18914204842422	36.780587957792605	30
130	2000	-800	-3500	38.56699830661687	18.77715837059525	-4.958117323440068	0.49765
-211	2000	-800	-3500	47.779103365109776	23.672149416713328	-5.8615145891615965	0.13957
22	2000	-800	-3500	1.2663601202545376	0.48049250805966026	-0.14235996435954368	-4.998e-8
22	2000	-800	-3500	2.8006108600606763	1.2793230319531532	-0.3054216767428127	-9.88431e-8
211	2000	-800	-3500	27.98278748283055	13.929667833766919	-3.777716699497347	0.13957
211	2000	-800	-3500	6.973809564782236	3.4118849562998674	-0.8659121236167389	0.13957
22	2000	-800	-3500	14.664604008728524	7.8595326389068045	-2.874041142023191	3.15398e-7
22	2000	-800	-3500	1.5923653474999562	0.8986059061016337	-0.29514480892030936	4.21468e-8
22	2000	-800	-3500	1.318335218104695	0.6969561509029272	-0.07989654534097607	-3.332e-8
22	2000	-800	-3500	5.427924719514617	2.651574401734413	-0.5155977356902933	-9.42432e-8
211	2000	-800	-3500	7.909030160003489	3.5327131221761148	-1.0395237946097522	0.13957
-211	2000	-800	-3500	3.2815525131988106	1.713186842348791	-0.4739460557083981	0.13957
22	2000	-800	-3500	1.5186039896417107	0.67603745845572	-0.23577579640202573	-3.49463e-8
22	2000	-800	-3500	11.814523466644314	5.674298492287793	-1.8602666869380118	-1.68587e-7
-211	2000	-800	-3500	8.123172978029805	3.842940494645204	-0.7304280653304989	0.13957
211	2000	-800	-3500	1.914211378224937	1.804065329296978	-0.7636812211929623	0.13957
-211	2000	-800	-3500	1.9508900135735323	0.9809150643844163	-0.38031516595026793	0.13957
22	2000	-800	-3500	2.830087209273851	1.007037099138754	-0.8664417391768181	0
22	2000	-800	-3500	1.590440637012314	0.6390728897859865	-0.4166459600985628	0
-211	2000	-800	-3500	4.294240520995694	0.840944199367353	-1.092223386323985	0.13957
22	2000	-800	-3500	2.7028107104482997	0.7550279779408562	-0.7162892737166304	7.88495e-8
22	2000	-800	-3500	0.7410063327614727	0.1418325185369752	-0.2245841056689946	1.58051e-8
211	2000	-800	-3500	0.2969057872830299	0.028048652935930493	-0.0330306661192884	0.13957
-211	2000	-800	-3500	2.9068959584637333	0.6696552881531967	-0.4806679394599482	0.13957
13	2000	-800	-3500	1.5316657499538215	0.5828323059708774	-0.700420855169281	0.10566
-14	2000	-800	-3500	9.90722835383123	1.4964324162048128	-2.4673079438681658	1.78814e-7
321	2000	-800	-3500	6.99207896798492	1.9030519808133666	-1.7137120068976759	0.49368
211	2000	-800	-3500	8.927426936354093	4.8872143224005615	-1.4411084337697064	0.13957
-211	2000	-800	-3500	3.0510875057406754	1.5726569466220541	-0.8073492657174715	0.13957
211	2000	-800	-3500	0.5359107571089866	0.7837902008899407	-0.6611202924852477	0.13957
